ID,Region,VISN,AdminParent,StationNumber,MHClinicPhone,MHPhone,Extension,OfficialStationName,POC Email,Status,Modified,Created,AddedToOutbox
485,1,V04,646,646A4,4123606600,412-360-6600,NULL,H. John Heinz III Department of Veterans Affairs Medical Center,rachel.crofutt@va.gov,PENDING POC,2018-07-27 21:43:30.000,2016-10-20 08:50:39.000,2019-09-20 13:00:21.273
486,1,V04,646,646GA,4123606600,412-360-6600,NULL,Belmont County VA Clinic,jocelyn.connelly@va.gov,UPDATED,2019-09-08 01:57:11.000,2016-10-20 08:52:23.000,2019-09-20 13:00:21.273
487,1,V04,646,646GB,4123606600,412-360-6600,NULL,Westmoreland County VA Clinic,jocelyn.connelly@va.gov,UPDATED,2019-09-15 02:01:48.000,2016-10-20 08:53:33.000,2019-09-20 13:00:21.273
488,1,V04,646,646GC,4123606600,412-360-6600,NULL,Beaver County VA Clinic,jocelyn.connelly@va.gov,UPDATED,2019-09-15 02:06:04.000,2016-10-20 08:54:34.000,2019-09-20 13:00:21.273
489,1,V04,646,646GD,4123606600,412-360-6600,NULL,Washington County VA Clinic,jocelyn.connelly@va.gov,UPDATED,2019-09-17 00:45:34.000,2016-10-20 08:55:13.000,2019-09-20 13:00:21.273
490,1,V04,646,646GE,4123606600,412-360-6600,NULL,Fayette County VA Clinic,jocelyn.connelly@va.gov,UPDATED,2019-09-15 02:01:44.000,2016-10-20 08:55:41.000,2019-09-20 13:00:21.273
491,1,V04,693,693GF,5708243521,570-824-3521,27737,Columbia County VA Clinic,john.ziomek@va.gov,UPDATED,2019-09-15 02:09:54.000,2016-10-20 09:09:17.000,2019-09-20 13:00:21.273
492,1,V04,693,693GB,5708243521,570-824-3521,32236,Williamsport VA Clinic,john.ziomek@va.gov,UPDATED,2019-09-15 01:58:57.000,2016-10-20 09:10:29.000,2019-09-20 13:00:21.273
493,1,V04,503,503GA,8149438164,814-943-8164,7305,Johnstown VA Clinic,angela.hahn-mowry@va.gov,UPDATE DUE,2019-09-17 00:30:23.000,2016-10-20 09:15:13.000,2019-09-20 13:00:21.273
494,1,V04,503,503GB,8149438164,814-943-8164,7305,DuBois VA Clinic,angela.hahn-mowry@va.gov,UPDATED,2019-09-15 21:57:01.000,2016-10-20 09:17:42.000,2019-09-20 13:00:21.273
495,1,V04,503,503GC,8149438164,814-943-8164,7305,State College VA Clinic,angela.hahn-mowry@va.gov,UPDATE DUE,2019-09-17 00:30:23.000,2016-10-20 09:19:52.000,2019-09-20 13:00:21.273
496,1,V04,503,503GE,8149438164,814-943-8164,7305,Indiana County VA Clinic,angela.hahn-mowry@va.gov,UPDATE DUE,2019-09-17 00:30:26.000,2016-10-20 09:21:40.000,2019-09-20 13:00:21.273
497,1,V04,642,642GA,2158234014,215-823-4014,NULL,Burlington County VA Clinic,dave.oslin@va.gov,UPDATED,2019-09-15 01:59:04.000,2016-10-20 09:42:57.000,2019-09-20 13:00:21.273
498,1,V04,642,642GC,2158234014,215-823-4014,NULL,Victor J. Saracini Department of Veterans Affairs Outpatient Clinic,dave.oslin@va.gov,UPDATED,2019-09-15 03:00:57.000,2016-10-20 09:43:48.000,2019-09-20 13:00:21.273
499,1,V04,642,642GD,2158234014,215-823-4014,NULL,Gloucester County VA Clinic,dave.oslin@va.gov,UPDATED,2019-08-25 02:01:06.000,2016-10-20 09:44:17.000,2019-09-20 13:00:21.273
500,5,V22,649,649,9287766071,928-776-6071,NULL,Bob Stump Department of Veterans Affairs Medical Center,geoffrey.hutchinson3@va.gov,UPDATED,2019-09-15 02:55:54.000,2016-10-20 10:10:16.000,2019-09-20 13:00:21.273
501,5,V22,649,649GA,9287766071,928-776-6071,NULL,Kingman VA Clinic,geoffrey.hutchinson3@va.gov,UPDATED,2019-09-14 20:40:39.000,2016-10-20 10:11:30.000,2019-09-20 13:00:21.273
503,5,V22,649,649GB,9287766071,928-776-6071,NULL,Flagstaff VA Clinic,geoffrey.hutchinson3@va.gov,UPDATED,2019-09-14 20:45:31.000,2016-10-20 10:18:41.000,2019-09-20 13:00:21.273
504,5,V22,649,649GC,9287766071,928-776-6071,NULL,Lake Havasu City VA Clinic,geoffrey.hutchinson3@va.gov,UPDATED,2019-09-15 02:48:55.000,2016-10-20 10:19:28.000,2019-09-20 13:00:21.273
505,5,V22,649,649GD,9287766071,928-776-6071,NULL,Anthem VA Clinic,geoffrey.hutchinson3@va.gov,UPDATED,2019-08-31 20:40:25.000,2016-10-20 10:20:12.000,2019-09-20 13:00:21.273
506,5,V22,649,649GE,9287766071,928-776-6071,NULL,Cottonwood VA Clinic,geoffrey.hutchinson3@va.gov,UPDATED,2019-09-15 02:55:52.000,2016-10-20 10:21:12.000,2019-09-20 13:00:21.273
507,1,V01,689,689A4,2035168013,203-516-8013,NULL,Newington VA Medical Center,joshua.bullock@va.gov,UPDATED,2019-09-16 13:15:31.000,2016-10-20 10:22:16.000,2019-09-20 13:00:21.273
508,1,V01,689,689GA,2035168013,203-516-8013,NULL,Waterbury VA Clinic,joshua.bullock@va.gov,UPDATED,2019-09-16 13:15:31.000,2016-10-20 10:27:12.000,2019-09-20 13:00:21.273
509,1,V01,689,689GB,2035168013,203-516-8013,NULL,Stamford VA Clinic,joshua.bullock@va.gov,UPDATED,2019-09-16 13:21:08.000,2016-10-20 10:28:45.000,2019-09-20 13:00:21.273
510,1,V01,689,689GC,2035168013,203-516-8013,NULL,Willimantic VA Clinic,joshua.bullock@va.gov,UPDATED,2019-09-16 13:27:00.000,2016-10-20 10:30:05.000,2019-09-20 13:00:21.273
511,1,V01,689,689GD,2035168013,203-516-8013,NULL,Winsted VA Clinic,joshua.bullock@va.gov,UPDATED,2019-09-16 13:23:38.000,2016-10-20 10:31:39.000,2019-09-20 13:00:21.273
512,1,V01,689,689GE,2035168013,203-516-8013,NULL,Danbury VA Clinic,joshua.bullock@va.gov,UPDATED,2019-09-16 13:23:38.000,2016-10-20 10:32:50.000,2019-09-20 13:00:21.273
513,1,V01,689,689HC,2035168013,203-516-8013,NULL,John J. McGuirk Department of Veterans Affairs Outpatient Clinic,joshua.bullock@va.gov,UPDATED,2019-09-16 13:23:14.000,2016-10-20 10:35:32.000,2019-09-20 13:00:21.273
514,1,V01,631,631,4135844040,413-584-4040,2336,Edward P. Boland Department of Veterans Affairs Medical Center,henry.rivera3@va.gov,UPDATED,2019-09-15 00:55:49.000,2016-10-20 10:53:08.000,2019-09-20 13:00:21.273
515,5,V22,605,605,9098257084,909-825-7084,7415,Jerry L. Pettis Memorial Veterans' Hospital,ferdinand.cosico@va.gov,UPDATE DUE,2019-09-14 20:26:33.000,2016-10-20 10:53:37.000,2019-09-20 13:00:21.273
516,1,V01,631,631BY,4135844040,413-584-4040,2336,Springfield VA Clinic,jeffrey.mccarthy@va.gov,UPDATED,2019-08-19 23:45:28.000,2016-10-20 10:54:01.000,2019-09-20 13:00:21.273
517,1,V01,631,631GC,4135844040,413-584-4040,2336,Pittsfield VA Clinic,jeffrey.mccarthy@va.gov,UPDATED,2019-09-15 00:55:48.000,2016-10-20 10:55:17.000,2019-09-20 13:00:21.273
518,1,V01,631,631GD,4135844040,413-584-4040,2336,Greenfield VA Clinic,jeffrey.mccarthy@va.gov,UPDATED,2019-09-16 23:46:34.000,2016-10-20 10:56:38.000,2019-09-20 13:00:21.273
519,1,V01,631,631GE,4135844040,413-584-4040,2336,Worcester VA Clinic,jeffrey.mccarthy@va.gov,UPDATED,2019-09-16 23:50:14.000,2016-10-20 10:57:26.000,2019-09-20 13:00:21.273
520,1,V01,631,631GF,4135844040,413-584-4040,2336,Fitchburg VA Clinic,jeffrey.mccarthy@va.gov,UPDATED,2019-09-16 23:50:14.000,2016-10-20 10:57:56.000,2019-09-20 13:00:21.273
521,4,V17,740,740GA,9563664526,956-366-4526,NULL,Harlingen VA Clinic-Treasure Hills,jennifer.wood3@va.gov,UPDATED,2019-09-15 02:34:25.000,2016-10-20 11:01:32.000,2019-09-20 13:00:21.273
522,4,V17,740,740GB,9566187100,956-618-7100,67300,McAllen VA Clinic,jennifer.wood3@va.gov,UPDATED,2019-09-15 02:34:46.000,2016-10-20 11:06:46.000,2019-09-20 13:00:21.273
523,4,V17,740,740GC,3619396510,361-939-6510,62765,Corpus Christi VA Clinic,jennifer.wood3@va.gov,UPDATED,2019-09-15 02:31:43.000,2016-10-20 11:09:13.000,2019-09-20 13:00:21.273
524,1,V05,613,613,8008173807,800-817-3807,NULL,Martinsburg VA Medical Center,jason.carlisle@va.gov,UPDATED,2019-09-15 02:16:50.000,2016-10-20 11:10:04.000,2019-09-20 13:00:21.273
525,1,V05,581,581,3044296755,304-429-6755,2700,"Hershel ""Woody"" Williams VA Medical Center",vhahunactionmh@va.gov,UPDATED,2019-09-15 02:15:28.000,2016-10-20 11:10:47.000,2019-09-20 13:00:21.273
526,4,V17,740,740GD,9565237850,956-523-7850,63114,Laredo VA Clinic,jennifer.wood3@va.gov,UPDATED,2019-08-25 02:35:48.000,2016-10-20 11:10:53.000,2019-09-20 13:00:21.273
527,4,V19,442,442,3077787349,307-778-7349,NULL,Cheyenne VA Medical Center,dawn.starr@va.gov,UPDATED,2019-09-15 02:36:22.000,2016-10-20 11:11:04.000,2019-09-20 13:00:21.273
528,4,V17,740,740,9562919129,956-291-9129,NULL,Harlingen VA Clinic,jennifer.wood3@va.gov,UPDATED,2019-09-15 02:36:29.000,2016-10-20 11:12:35.000,2019-09-20 13:00:21.273
529,3,V10,515,515,8882141247,888-214-1247,33680,Battle Creek VA Medical Center,william.bloem@va.gov,UPDATE DUE,2019-09-13 22:16:07.000,2016-10-20 11:21:44.000,2019-09-20 13:00:21.273
531,4,V19,623,623,9185773699,918-577-3699,NULL,Jack C. Montgomery Department of Veterans Affairs Medical Center,steffanie.ward@va.gov,UPDATED,2019-09-15 02:36:19.000,2016-10-20 13:06:03.000,2019-09-20 13:00:21.273
532,3,V12,695,695,4143842000,414-384-2000,42098,Clement J. Zablocki Veterans' Administration Medical Center,penny.romasko@va.gov,UPDATED,2019-08-25 02:21:00.000,2016-10-20 13:20:38.000,2019-09-20 13:00:21.273
533,4,V19,623,623GB,9187135400,918-713-5400,NULL,Vinita VA Clinic,steffanie.ward@va.gov,UPDATED,2019-09-15 02:36:30.000,2016-10-20 13:21:29.000,2019-09-20 13:00:21.273
534,4,V19,623,623GA,8888781598,888-878-1598,NULL,Hartshorne VA Clinic,steffanie.ward@va.gov,UPDATED,2019-09-15 02:38:19.000,2016-10-20 13:22:06.000,2019-09-20 13:00:21.273
535,1,V04,542,542,6103847711,610-384-7711,4918,Coatesville VA Medical Center,fred.norwood@va.gov,UPDATED,2019-09-15 01:59:03.000,2016-10-20 14:00:08.000,2019-09-20 13:00:21.273
536,1,V04,542,542GA,6103847711,610-384-7711,4918,Delaware County VA Clinic,fred.norwood@va.gov,UPDATED,2019-09-17 00:35:26.000,2016-10-20 14:05:27.000,2019-09-20 13:00:21.273
537,1,V04,542,542GE,6103847711,610-384-7711,4918,Spring City VA Clinic,fred.norwood@va.gov,UPDATED,2019-09-17 00:30:22.000,2016-10-20 14:06:20.000,2019-09-20 13:00:21.273
538,2,V07,508,508QF,4043216111,404-321-6111,6049,Atlanta VA Clinic,"daniel.mullins@va.gov ",UPDATED,2019-09-18 14:46:19.000,2016-10-20 14:17:43.000,2019-09-20 13:00:21.273
539,2,V07,509,509A0,7067330188,706-733-0188,6206,Augusta VA Medical Center-Uptown,lisa.gerardot@va.gov,UPDATED,2019-09-13 21:56:30.000,2016-10-20 14:21:02.000,2019-09-20 13:00:21.273
540,2,V07,521,521,2059338101,205-933-8101,5508,Birmingham VA Medical Center,melissa.evans4@va.gov,UPDATED,2019-09-18 14:46:16.000,2016-10-20 14:22:49.000,2019-09-20 13:00:21.273
541,2,V07,544,544,8037764000,803-776-4000,6823,Wm. Jennings Bryan Dorn Department of Veterans Affairs Medical Center,Michelle.Andra2@va.gov,UPDATE DUE,2019-09-06 23:56:10.000,2016-10-20 14:25:45.000,2019-09-20 13:00:21.273
542,2,V07,557,557,4782721210,478-272-1210,2199,Carl Vinson Veterans' Administration Medical Center,diane.webb2@va.gov,UPDATED,2019-09-18 15:06:21.000,2016-10-20 14:27:59.000,2019-09-20 13:00:21.273
543,2,V07,619,619,3342724670,334-272-4670,4552,Central Alabama VA Medical Center-Montgomery,eunice.fleming@va.gov,UPDATE DUE,2019-09-18 15:06:16.000,2016-10-20 14:30:03.000,2019-09-20 13:00:21.273
544,2,V07,679,679,2055542000,205-554-2000,3235,Tuscaloosa VA Medical Center,richard.beatty2@va.gov,UPDATED,2019-09-18 15:21:10.000,2016-10-20 14:31:28.000,2019-09-20 13:00:21.273
545,3,V23,437,437,7012393700,701-239-3700,NULL,Fargo VA Medical Center,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:50:58.000,2016-10-20 14:44:11.000,2019-09-20 13:00:21.273
546,3,V23,437,437GB,7012393700,701-239-3700,NULL,Bismarck VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:41:24.000,2016-10-20 14:45:12.000,2019-09-20 13:00:21.273
547,3,V23,437,437GC,7012393700,701-239-3700,NULL,Fergus Falls VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-08 02:50:40.000,2016-10-20 14:45:39.000,2019-09-20 13:00:21.273
548,3,V23,437,437GD,7012393700,701-239-3700,NULL,Minot VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:50:27.000,2016-10-20 14:46:11.000,2019-09-20 13:00:21.273
549,3,V23,437,437GE,7012393700,701-239-3700,NULL,Bemidji VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:50:55.000,2016-10-20 14:46:43.000,2019-09-20 13:00:21.273
550,3,V23,437,437GF,7012393700,701-239-3700,NULL,Williston VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:15.000,2016-10-20 14:47:19.000,2019-09-20 13:00:21.273
551,3,V23,437,437GI,7012393700,701-239-3700,NULL,Grand Forks VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:00.000,2016-10-20 14:47:51.000,2019-09-20 13:00:21.273
552,3,V23,438,438GA,6053336850,605-333-6850,NULL,Spirit Lake VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-08 02:50:49.000,2016-10-20 14:54:18.000,2019-09-20 13:00:21.273
553,3,V23,438,438GC,6053336850,605-333-6850,NULL,Sioux City VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:50:28.000,2016-10-20 14:54:48.000,2019-09-20 13:00:21.273
554,3,V23,438,438GD,6053336850,605-333-6850,NULL,Aberdeen VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:50:29.000,2016-10-20 14:55:16.000,2019-09-20 13:00:21.273
555,3,V23,438,438GF,6053336850,605-333-6850,NULL,Watertown VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:50:57.000,2016-10-20 14:55:45.000,2019-09-20 13:00:21.273
556,3,V23,568,568,6053472511,605-347-2511,NULL,Fort Meade VA Medical Center,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:23.000,2016-10-20 14:56:35.000,2019-09-20 13:00:21.273
557,3,V23,568,568A4,6053472511,605-347-2511,NULL,Hot Springs VA Medical Center,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:12.000,2016-10-20 14:57:34.000,2019-09-20 13:00:21.273
558,3,V23,568,568GA,6053472511,605-347-2511,NULL,Rapid City VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:50:56.000,2016-10-20 14:58:39.000,2019-09-20 13:00:21.273
559,3,V23,568,568HH,6053472511,605-347-2511,NULL,Scottsbluff VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:54.000,2016-10-20 14:59:52.000,2019-09-20 13:00:21.273
560,3,V23,618,618,6124671921,612-467-1921,NULL,Minneapolis VA Medical Center,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:50:30.000,2016-10-20 15:02:54.000,2019-09-20 13:00:21.273
561,3,V23,618,618BY,6124671921,612-467-1921,NULL,Twin Ports VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:46:43.000,2016-10-20 15:03:38.000,2019-09-20 13:00:21.273
562,3,V23,618,618GA,6124671921,612-467-1921,NULL,St. James VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-08-25 02:46:05.000,2016-10-20 15:04:04.000,2019-09-20 13:00:21.273
563,3,V23,618,618GB,6124671921,612-467-1921,NULL,Hibbing VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:24.000,2016-10-20 15:04:32.000,2019-09-20 13:00:21.273
564,3,V23,618,618GD,6124671921,612-467-1921,NULL,Maplewood VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:27.000,2016-10-20 15:05:00.000,2019-09-20 13:00:21.273
565,3,V23,618,618GE,6124671921,612-467-1921,NULL,Chippewa Valley VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:50:53.000,2016-10-20 15:05:28.000,2019-09-20 13:00:21.273
566,3,V23,618,618GG,6124671921,612-467-1921,NULL,Rochester VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-08-17 20:51:16.000,2016-10-20 15:05:50.000,2019-09-20 13:00:21.273
567,3,V23,618,618GH,6124671921,612-467-1921,NULL,Hayward VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:26.000,2016-10-20 15:06:17.000,2019-09-20 13:00:21.273
568,3,V23,618,618GI,6124671921,612-467-1921,NULL,Northwest Metro VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:46:35.000,2016-10-20 15:06:40.000,2019-09-20 13:00:21.273
569,3,V23,618,618GJ,6124671921,612-467-1921,NULL,Shakopee VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:14.000,2016-10-20 15:07:10.000,2019-09-20 13:00:21.273
570,3,V23,618,618GK,6124671921,612-467-1921,NULL,Albert Lea VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-08 02:51:01.000,2016-10-20 15:07:36.000,2019-09-20 13:00:21.273
571,3,V23,618,618QA,6124671921,612-467-1921,NULL,Fort Snelling VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:37.000,2016-10-20 15:08:03.000,2019-09-20 13:00:21.273
572,3,V23,636,636,4023468800,402-346-8800,NULL,Omaha VA Medical Center,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-08-31 20:55:22.000,2016-10-20 15:08:48.000,2019-09-20 13:00:21.273
573,3,V23,636,636A4,3083823660,308-382-3660,NULL,Grand Island VA Medical Center,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:46:36.000,2016-10-20 15:09:21.000,2019-09-20 13:00:21.273
574,3,V23,636,636A5,4024893802,402-489-3802,NULL,Lincoln VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:42.000,2016-10-20 15:09:56.000,2019-09-20 13:00:21.273
575,3,V23,636,636GA,4023704570,402-370-4570,NULL,Norfolk VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:46:39.000,2016-10-20 15:10:24.000,2019-09-20 13:00:21.273
576,3,V23,636,636GB,3085326906,308-532-6906,NULL,North Platte VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:46:42.000,2016-10-20 15:10:49.000,2019-09-20 13:00:21.273
577,3,V23,636,636GP,7122460092,712-246-0092,NULL,Shenandoah VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:53.000,2016-10-20 15:11:24.000,2019-09-20 13:00:21.273
578,3,V23,636,636GQ,3089953760,308-995-3760,NULL,Holdrege VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:53.000,2016-10-20 15:11:53.000,2019-09-20 13:00:21.273
579,3,V23,636,636A6,5156995999,515-699-5999,NULL,Des Moines VA Medical Center,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-08 02:51:11.000,2016-10-20 15:12:41.000,2019-09-20 13:00:21.273
580,3,V23,636,636GC,5156995999,515-699-5999,NULL,Mason City VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:43.000,2016-10-20 15:13:10.000,2019-09-20 13:00:21.273
581,3,V23,636,636GK,5156995999,515-699-5999,NULL,Fort Dodge VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:48:08.000,2016-10-20 15:13:39.000,2019-09-20 13:00:21.273
582,3,V23,636,636GM,5156995999,515-699-5999,NULL,Carroll VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-14 21:06:02.000,2016-10-20 15:14:07.000,2019-09-20 13:00:21.273
583,3,V23,636,636GD,5156995999,515-699-5999,NULL,Marshalltown VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:48:15.000,2016-10-20 15:14:31.000,2019-09-20 13:00:21.273
584,3,V23,636,636GR,5156995999,515-699-5999,NULL,Knoxville VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:16.000,2016-10-20 15:15:00.000,2019-09-20 13:00:21.273
585,3,V23,636,636A8,3193380581,319-338-0581,NULL,Iowa City VA Medical Center,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-14 21:06:04.000,2016-10-20 15:15:52.000,2019-09-20 13:00:21.273
586,3,V23,636,636GF,3193380581,319-338-0581,NULL,Quad Cities VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:44.000,2016-10-20 15:16:13.000,2019-09-20 13:00:21.273
587,3,V23,636,636GG,3193380581,319-338-0581,NULL,Quincy VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:42.000,2016-10-20 15:16:33.000,2019-09-20 13:00:21.273
588,3,V23,636,636GH,3193380581,319-338-0581,NULL,Waterloo VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-14 21:00:44.000,2016-10-20 15:18:25.000,2019-09-20 13:00:21.273
589,3,V23,636,636GI,3193380581,319-338-0581,NULL,Lane A. Evans VA Community Based Outpatient Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:48:52.000,2016-10-20 15:18:51.000,2019-09-20 13:00:21.273
590,3,V23,636,636GJ,3193380581,319-338-0581,NULL,Dubuque VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:52:01.000,2016-10-20 15:19:18.000,2019-09-20 13:00:21.273
591,3,V23,636,636GN,3193380581,319-338-0581,NULL,Cedar Rapids VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-14 21:05:54.000,2016-10-20 15:19:42.000,2019-09-20 13:00:21.273
592,3,V23,636,636GS,3193380581,319-338-0581,NULL,Ottumwa VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:38.000,2016-10-20 15:20:06.000,2019-09-20 13:00:21.273
593,3,V23,636,636GT,3193380581,319-338-0581,NULL,Sterling VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:17.000,2016-10-20 15:20:32.000,2019-09-20 13:00:21.273
594,3,V23,636,636GU,3193380581,319-338-0581,NULL,Decorah VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:45.000,2016-10-20 15:20:58.000,2019-09-20 13:00:21.273
595,3,V23,656,656,3202521670,320-252-1670,NULL,St. Cloud VA Medical Center,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-08-17 20:55:14.000,2016-10-20 15:21:40.000,2019-09-20 13:00:21.273
596,3,V23,656,656GA,3202521670,320-252-1670,NULL,Brainerd VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:51:46.000,2016-10-20 15:22:09.000,2019-09-20 13:00:21.273
597,3,V23,656,656GB,3202521670,320-252-1670,NULL,Montevideo VA Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:52:44.000,2016-10-20 15:22:37.000,2019-09-20 13:00:21.273
598,3,V23,656,656GC,3202521670,320-252-1670,NULL,Max J. Beilke Department of Veterans Affairs Outpatient Clinic,visn23mentalhealthexecutiveteam@va.gov,UPDATED,2019-09-15 02:52:38.000,2016-10-20 15:23:10.000,2019-09-20 13:00:21.273
599,4,V17,671,671,2106175300,210-617-5300,NULL,Audie L. Murphy Memorial Veterans' Hospital,jack.mazick@va.gov,UPDATE DUE,2019-09-06 21:10:25.000,2016-10-20 16:02:30.000,2019-09-20 13:00:21.273
600,4,V17,504,504BY,8064723423,806-472-3423,2498,Lubbock VA Clinic,beverly.greiner@va.gov,UPDATED,2019-09-14 19:45:42.000,2016-10-20 16:08:52.000,2019-09-20 13:00:21.273
601,4,V17,504,504BZ,5757634335,575-763-4335,1232,Clovis VA Clinic,beverly.greiner@va.gov,UPDATED,2019-08-17 19:31:38.000,2016-10-20 16:10:03.000,2019-09-20 13:00:21.273
602,4,V17,671,671BY,2106992120,210-699-2120,NULL,Frank M. Tejeda Department of Veterans Affairs Outpatient Clinic,jack.mazick@va.gov,UPDATE DUE,2019-09-06 20:31:27.000,2016-10-20 16:13:57.000,2019-09-20 13:00:21.273
603,4,V17,671,671GB,2106175300,210-617-5300,NULL,Victoria VA Clinic,jack.mazick@va.gov,UPDATE DUE,2019-09-06 22:00:30.000,2016-10-20 16:18:46.000,2019-09-20 13:00:21.273
604,4,V17,671,671A4,8307922451,830-792-2451,NULL,Kerrville VA Medical Center,jack.mazick@va.gov,UPDATE DUE,2019-09-06 22:00:30.000,2016-10-20 16:21:34.000,2019-09-20 13:00:21.273
605,4,V17,671,671GF,2106175300,210-617-5300,NULL,South Bexar County VA Clinic,jack.mazick@va.gov,UPDATE DUE,2019-09-06 21:00:23.000,2016-10-20 16:23:25.000,2019-09-20 13:00:21.273
606,4,V17,671,671GO,2104835915,210-483-5915,NULL,North Central Federal VA Clinic,jack.mazick@va.gov,UPDATE DUE,2019-09-06 21:10:27.000,2016-10-20 16:28:18.000,2019-09-20 13:00:21.273
607,5,V21,662,662,4152214810,415-221-4810,24824,San Francisco VA Medical Center,matthew.brauer@va.gov,UPDATE DUE,2019-09-06 21:01:08.000,2016-10-20 17:01:31.000,2019-09-20 13:00:21.273
608,3,V10,506,506,7348453414,734-845-3414,NULL,Ann Arbor VA Medical Center,brian.oliver2@va.gov,UPDATED,2019-09-18 16:51:30.000,2016-10-21 07:37:13.000,2019-09-20 13:00:21.273
609,3,V10,553,553GA,3135764891,313-576-4891,NULL,Yale VA Clinic,matthew.grant2@va.gov,UPDATED,2019-09-18 17:05:43.000,2016-10-21 07:38:40.000,2019-09-20 13:00:21.273
610,3,V10,553,553GB,3135764891,313-576-4891,NULL,Pontiac VA Clinic,matthew.grant2@va.gov,UPDATED,2019-09-18 17:00:45.000,2016-10-21 07:39:25.000,2019-09-20 13:00:21.273
611,3,V10,506,506GA,7348453414,734-845-3414,NULL,Toledo VA Clinic,brian.oliver2@va.gov,UPDATED,2019-09-18 16:43:20.000,2016-10-21 07:47:23.000,2019-09-20 13:00:21.273
